Date,Open,High,Low,Close,Adj Close,Volume
2022-02-10,174.13999938964844,175.47999572753906,171.5500030517578,172.1199951171875,170.39242553710938,90865900
2022-02-11,172.3300018310547,173.0800018310547,168.0399932861328,168.63999938964844,166.94735717773438,98670700
2022-02-14,167.3699951171875,169.5800018310547,166.55999755859375,168.8800048828125,167.1849365234375,86185500
2022-02-15,170.97000122070312,172.9499969482422,170.25,172.7899932861328,171.05569458007812,62527400
2022-02-16,171.85000610351562,173.33999633789062,170.0500030517578,172.5500030517578,170.81813049316406,61177400
2022-02-17,171.02999877929688,171.91000366210938,168.47000122070312,168.8800048828125,167.1849365234375,69589300
2022-02-18,169.82000732421875,170.5399932861328,166.19000244140625,167.3000030517578,165.62078857421875,82772700
2022-02-22,164.97999572753906,166.69000244140625,162.14999389648438,164.32000732421875,162.67071533203125,91162800
2022-02-23,165.5399932861328,166.14999389648438,159.75,160.07000732421875,158.46339416503906,90009200
2022-02-24,152.5800018310547,162.85000610351562,152.0,162.74000549316406,161.10658264160156,141147500
2022-02-25,163.83999633789062,165.1199951171875,160.8699951171875,164.85000610351562,163.19540405273438,91974200
2022-02-28,163.05999755859375,165.4199981689453,162.42999267578125,165.1199951171875,163.46267700195312,95056600
2022-03-01,164.6999969482422,166.60000610351562,161.97000122070312,163.1999969482422,161.5619659423828,83474400
2022-03-02,164.38999938964844,167.36000061035156,162.9499969482422,166.55999755859375,164.88824462890625,79724800
2022-03-03,168.47000122070312,168.91000366210938,165.5500030517578,166.22999572753906,164.56153869628906,76678400
2022-03-04,164.49000549316406,165.5500030517578,162.10000610351562,163.1699981689453,161.53225708007812,83737200
2022-03-07,163.36000061035156,165.02000427246094,159.0399932861328,159.3000030517578,157.7011260986328,96418800
2022-03-08,158.82000732421875,162.8800048828125,155.8000030517578,157.44000244140625,155.85975646972656,131148300
2022-03-09,161.47999572753906,163.41000366210938,159.41000366210938,162.9499969482422,161.314453125,91454900
2022-03-10,160.1999969482422,160.38999938964844,155.97999572753906,158.52000427246094,156.9289093017578,105342000
2022-03-11,158.92999267578125,159.27999877929688,154.5,154.72999572753906,153.17697143554688,96970100
2022-03-14,151.4499969482422,154.1199951171875,150.10000610351562,150.6199951171875,149.10821533203125,108732100
2022-03-15,150.89999389648438,155.57000732421875,150.3800048828125,155.08999633789062,153.53335571289062,92964300
2022-03-16,157.0500030517578,160.0,154.4600067138672,159.58999633789062,157.98817443847656,102300200
2022-03-17,158.61000061035156,161.0,157.6300048828125,160.6199951171875,159.0078582763672,75615400
2022-03-18,160.50999450683594,164.47999572753906,159.75999450683594,163.97999572753906,162.3341522216797,123511700
2022-03-21,163.50999450683594,166.35000610351562,163.00999450683594,165.3800048828125,163.7200927734375,95811400
2022-03-22,165.50999450683594,169.4199981689453,164.91000366210938,168.82000732421875,167.1255645751953,81532000
2022-03-23,167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,168.50161743164062,98062700
2022-03-24,171.05999755859375,174.13999938964844,170.2100067138672,174.07000732421875,172.3228759765625,90131400
2022-03-25,173.8800048828125,175.27999877929688,172.75,174.72000122070312,172.96633911132812,80546200
2022-03-28,172.1699981689453,175.72999572753906,172.0,175.60000610351562,173.8375244140625,90371900
2022-03-29,176.69000244140625,179.00999450683594,176.33999633789062,178.9600067138672,177.16378784179688,100589400
2022-03-30,178.5500030517578,179.61000061035156,176.6999969482422,177.77000427246094,175.98573303222656,92633200
2022-03-31,177.83999633789062,178.02999877929688,174.39999389648438,174.61000061035156,172.8574676513672,103049300
2022-04-01,174.02999877929688,174.8800048828125,171.94000244140625,174.30999755859375,172.56044006347656,78751300
2022-04-04,174.57000732421875,178.49000549316406,174.44000244140625,178.44000244140625,176.6490020751953,76468400
2022-04-05,177.5,178.3000030517578,174.4199981689453,175.05999755859375,173.30291748046875,73401800
2022-04-06,172.36000061035156,173.6300048828125,170.1300048828125,171.8300018310547,170.1053466796875,89058800
2022-04-07,171.16000366210938,173.36000061035156,169.85000610351562,172.13999938964844,170.4122314453125,77594700
2022-04-08,171.77999877929688,171.77999877929688,169.1999969482422,170.08999633789062,168.38279724121094,76575500
2022-04-11,168.7100067138672,169.02999877929688,165.5,165.75,164.08636474609375,72246700
2022-04-12,168.02000427246094,169.8699951171875,166.63999938964844,167.66000366210938,165.97718811035156,79265200
2022-04-13,167.38999938964844,171.0399932861328,166.77000427246094,170.39999389648438,168.689697265625,70618900
2022-04-14,170.6199951171875,171.27000427246094,165.0399932861328,165.2899932861328,163.6309814453125,75329400
2022-04-18,163.9199981689453,166.60000610351562,163.57000732421875,165.07000732421875,163.41319274902344,69023900
2022-04-19,165.02000427246094,167.82000732421875,163.91000366210938,167.39999389648438,165.71978759765625,67723800
2022-04-20,168.75999450683594,168.8800048828125,166.10000610351562,167.22999572753906,165.551513671875,67929800
2022-04-21,168.91000366210938,171.52999877929688,165.91000366210938,166.4199981689453,164.74961853027344,87227800
2022-04-22,166.4600067138672,167.8699951171875,161.5,161.7899932861328,160.16612243652344,84882400
2022-04-25,161.1199951171875,163.1699981689453,158.4600067138672,162.8800048828125,161.2451934814453,96046400
2022-04-26,162.25,162.33999633789062,156.72000122070312,156.8000030517578,155.22621154785156,95623200
2022-04-27,155.91000366210938,159.7899932861328,155.3800048828125,156.57000732421875,154.99851989746094,88063200
2022-04-28,159.25,164.52000427246094,158.92999267578125,163.63999938964844,161.99755859375,130216800
2022-04-29,161.83999633789062,166.1999969482422,157.25,157.64999389648438,156.06765747070312,131747600
2022-05-02,156.7100067138672,158.22999572753906,153.27000427246094,157.9600067138672,156.37457275390625,123055300
2022-05-03,158.14999389648438,160.7100067138672,156.32000732421875,159.47999572753906,157.87928771972656,88966500
2022-05-04,159.6699981689453,166.47999572753906,159.25999450683594,166.02000427246094,164.3536376953125,108256500
2022-05-05,163.85000610351562,164.0800018310547,154.9499969482422,156.77000427246094,155.19650268554688,130525300
2022-05-06,156.00999450683594,159.44000244140625,154.17999267578125,157.27999877929688,155.9301300048828,116124600
2022-05-09,154.92999267578125,155.8300018310547,151.49000549316406,152.05999755859375,150.75494384765625,131577900
2022-05-10,155.52000427246094,156.74000549316406,152.92999267578125,154.50999450683594,153.1839141845703,115366700
2022-05-11,153.5,155.4499969482422,145.80999755859375,146.5,145.24267578125,142689800
2022-05-12,142.77000427246094,146.1999969482422,138.8000030517578,142.55999755859375,141.3364715576172,182602000
2022-05-13,144.58999633789062,148.10000610351562,143.11000061035156,147.11000061035156,145.84742736816406,113990900
2022-05-16,145.5500030517578,147.52000427246094,144.17999267578125,145.5399932861328,144.2908935546875,86643800
2022-05-17,148.86000061035156,149.77000427246094,146.67999267578125,149.24000549316406,147.9591522216797,78336300
2022-05-18,146.85000610351562,147.36000061035156,139.89999389648438,140.82000732421875,139.6114044189453,109742900
2022-05-19,139.8800048828125,141.66000366210938,136.60000610351562,137.35000610351562,136.17120361328125,136095600
2022-05-20,139.08999633789062,140.6999969482422,132.61000061035156,137.58999633789062,136.40914916992188,137426100
2022-05-23,137.7899932861328,143.25999450683594,137.64999389648438,143.11000061035156,141.8817596435547,117726300
2022-05-24,140.80999755859375,141.97000122070312,137.3300018310547,140.36000061035156,139.15536499023438,104132700
2022-05-25,138.42999267578125,141.7899932861328,138.33999633789062,140.52000427246094,139.31399536132812,92482700
2022-05-26,137.38999938964844,144.33999633789062,137.13999938964844,143.77999877929688,142.5460205078125,90601500
2022-05-27,145.38999938964844,149.67999267578125,145.25999450683594,149.63999938964844,148.35572814941406,90978500
2022-05-31,149.07000732421875,150.66000366210938,146.83999633789062,148.83999633789062,147.5625762939453,103718400
2022-06-01,149.89999389648438,151.74000549316406,147.67999267578125,148.7100067138672,147.43370056152344,74286600
2022-06-02,147.8300018310547,151.27000427246094,146.86000061035156,151.2100067138672,149.91224670410156,72348100
2022-06-03,146.89999389648438,147.97000122070312,144.4600067138672,145.3800048828125,144.13229370117188,88570300
2022-06-06,147.02999877929688,148.57000732421875,144.89999389648438,146.13999938964844,144.8857421875,71598400
2022-06-07,144.35000610351562,149.0,144.10000610351562,148.7100067138672,147.43370056152344,67808200
2022-06-08,148.5800018310547,149.8699951171875,147.4600067138672,147.9600067138672,146.6901397705078,53950200
2022-06-09,147.0800018310547,147.9499969482422,142.52999877929688,142.63999938964844,141.4158172607422,69473000
2022-06-10,140.27999877929688,140.75999450683594,137.05999755859375,137.1300048828125,135.9530792236328,91437900
2022-06-13,132.8699951171875,135.1999969482422,131.44000244140625,131.8800048828125,130.74815368652344,122207100
2022-06-14,133.1300048828125,133.88999938964844,131.47999572753906,132.75999450683594,131.62059020996094,84784300
2022-06-15,134.2899932861328,137.33999633789062,132.16000366210938,135.42999267578125,134.26766967773438,91533000
2022-06-16,132.0800018310547,132.38999938964844,129.0399932861328,130.05999755859375,128.94375610351562,108123900
2022-06-17,130.07000732421875,133.0800018310547,129.80999755859375,131.55999755859375,130.43087768554688,134520300
2022-06-21,133.4199981689453,137.05999755859375,133.32000732421875,135.8699951171875,134.7039031982422,81000500
2022-06-22,134.7899932861328,137.75999450683594,133.91000366210938,135.35000610351562,134.18838500976562,73409200
2022-06-23,136.82000732421875,138.58999633789062,135.6300048828125,138.27000427246094,137.0832977294922,72433800
2022-06-24,139.89999389648438,141.91000366210938,139.77000427246094,141.66000366210938,140.4442138671875,89116800
2022-06-27,142.6999969482422,143.49000549316406,140.97000122070312,141.66000366210938,140.4442138671875,70207900
2022-06-28,142.1300048828125,143.4199981689453,137.32000732421875,137.44000244140625,136.2604217529297,67083400
2022-06-29,137.4600067138672,140.6699981689453,136.6699981689453,139.22999572753906,138.03504943847656,66242400
2022-06-30,137.25,138.3699951171875,133.77000427246094,136.72000122070312,135.54661560058594,98964500
2022-07-01,136.0399932861328,139.0399932861328,135.66000366210938,138.92999267578125,137.73765563964844,71051600
2022-07-05,137.77000427246094,141.61000061035156,136.92999267578125,141.55999755859375,140.34507751464844,73353800
2022-07-06,141.35000610351562,144.1199951171875,141.0800018310547,142.9199981689453,141.69338989257812,74064300
2022-07-07,143.2899932861328,146.5500030517578,143.27999877929688,146.35000610351562,145.09397888183594,66253700
2022-07-08,145.25999450683594,147.5500030517578,145.0,147.0399932861328,145.77801513671875,64547800
2022-07-11,145.6699981689453,146.63999938964844,143.77999877929688,144.8699951171875,143.6266632080078,63141600
2022-07-12,145.75999450683594,148.4499969482422,145.0500030517578,145.86000061035156,144.60816955566406,77588800
2022-07-13,142.99000549316406,146.4499969482422,142.1199951171875,145.49000549316406,144.24134826660156,71185600
2022-07-14,144.0800018310547,148.9499969482422,143.25,148.47000122070312,147.19577026367188,78140700
2022-07-15,149.77999877929688,150.86000061035156,148.1999969482422,150.1699981689453,148.88116455078125,76259900
2022-07-18,150.74000549316406,151.57000732421875,146.6999969482422,147.07000732421875,145.80780029296875,81420900
2022-07-19,147.9199981689453,151.22999572753906,146.91000366210938,151.0,149.70404052734375,82982400
2022-07-20,151.1199951171875,153.72000122070312,150.3699951171875,153.0399932861328,151.72653198242188,64823400
2022-07-21,154.5,155.57000732421875,151.94000244140625,155.35000610351562,154.0167236328125,65086600
2022-07-22,155.38999938964844,156.27999877929688,153.41000366210938,154.08999633789062,152.7675323486328,66675400
2022-07-25,154.00999450683594,155.0399932861328,152.27999877929688,152.9499969482422,151.63729858398438,53623900
2022-07-26,152.25999450683594,153.08999633789062,150.8000030517578,151.60000610351562,150.29891967773438,55138700
2022-07-27,152.5800018310547,157.3300018310547,152.16000366210938,156.7899932861328,155.4443359375,78620700
2022-07-28,156.97999572753906,157.63999938964844,154.41000366210938,157.35000610351562,155.9995574951172,81378700
2022-07-29,161.24000549316406,163.6300048828125,159.5,162.50999450683594,161.11524963378906,101786900
2022-08-01,161.00999450683594,163.58999633789062,160.88999938964844,161.50999450683594,160.1238555908203,67829400
2022-08-02,160.10000610351562,162.41000366210938,159.6300048828125,160.00999450683594,158.63668823242188,59907000
2022-08-03,160.83999633789062,166.58999633789062,160.75,166.1300048828125,164.70420837402344,82507500
2022-08-04,166.00999450683594,167.19000244140625,164.42999267578125,165.80999755859375,164.38693237304688,55474100
2022-08-05,163.2100067138672,165.85000610351562,163.0,165.35000610351562,164.15859985351562,56697000
2022-08-08,166.3699951171875,167.80999755859375,164.1999969482422,164.8699951171875,163.68203735351562,60276900
2022-08-09,164.02000427246094,165.82000732421875,163.25,164.9199981689453,163.73170471191406,63135500
2022-08-10,167.67999267578125,169.33999633789062,166.89999389648438,169.24000549316406,168.02056884765625,70170500
2022-08-11,170.05999755859375,170.99000549316406,168.19000244140625,168.49000549316406,167.27598571777344,57149200
2022-08-12,169.82000732421875,172.1699981689453,169.39999389648438,172.10000610351562,170.85995483398438,68039400
2022-08-15,171.52000427246094,173.38999938964844,171.35000610351562,173.19000244140625,171.9420928955078,54091700
2022-08-16,172.77999877929688,173.7100067138672,171.66000366210938,173.02999877929688,171.78326416015625,56377100
2022-08-17,172.77000427246094,176.14999389648438,172.57000732421875,174.5500030517578,173.2923126220703,79542000
2022-08-18,173.75,174.89999389648438,173.1199951171875,174.14999389648438,172.8951873779297,62290100
2022-08-19,173.02999877929688,173.74000549316406,171.30999755859375,171.52000427246094,170.2841339111328,70346300
2022-08-22,169.69000244140625,169.86000061035156,167.13999938964844,167.57000732421875,166.36260986328125,69026800
2022-08-23,167.0800018310547,168.7100067138672,166.64999389648438,167.22999572753906,166.02505493164062,54147100
2022-08-24,167.32000732421875,168.11000061035156,166.25,167.52999877929688,166.3228759765625,53841500
2022-08-25,168.77999877929688,170.13999938964844,168.35000610351562,170.02999877929688,168.80487060546875,51218200
2022-08-26,170.57000732421875,171.0500030517578,163.55999755859375,163.6199951171875,162.44105529785156,78961000
2022-08-29,161.14999389648438,162.89999389648438,159.82000732421875,161.3800048828125,160.21719360351562,73314000
2022-08-30,162.1300048828125,162.55999755859375,157.72000122070312,158.91000366210938,157.7650146484375,77906200
2022-08-31,160.30999755859375,160.5800018310547,157.13999938964844,157.22000122070312,156.087158203125,87991100
2022-09-01,156.63999938964844,158.4199981689453,154.6699981689453,157.9600067138672,156.82183837890625,74229900
2022-09-02,159.75,160.36000061035156,154.97000122070312,155.80999755859375,154.68736267089844,76957800
2022-09-06,156.47000122070312,157.08999633789062,153.69000244140625,154.52999877929688,153.4165496826172,73714800
2022-09-07,154.82000732421875,156.6699981689453,153.61000061035156,155.9600067138672,154.8362579345703,87449600
2022-09-08,154.63999938964844,156.36000061035156,152.67999267578125,154.4600067138672,153.34707641601562,84923800
2022-09-09,155.47000122070312,157.82000732421875,154.75,157.3699951171875,156.236083984375,68028800
2022-09-12,159.58999633789062,164.25999450683594,159.3000030517578,163.42999267578125,162.25242614746094,104956000
2022-09-13,159.89999389648438,160.5399932861328,153.3699951171875,153.83999633789062,152.7315216064453,122656600
2022-09-14,154.7899932861328,157.10000610351562,153.61000061035156,155.30999755859375,154.19094848632812,87965400
2022-09-15,154.64999389648438,155.24000549316406,151.3800048828125,152.3699951171875,151.27210998535156,90481100
2022-09-16,151.2100067138672,151.35000610351562,148.3699951171875,150.6999969482422,149.61415100097656,162278800
2022-09-19,149.30999755859375,154.55999755859375,149.10000610351562,154.47999572753906,153.36692810058594,81474200
2022-09-20,153.39999389648438,158.0800018310547,153.0800018310547,156.89999389648438,155.7694854736328,107689800
2022-09-21,157.33999633789062,158.74000549316406,153.60000610351562,153.72000122070312,152.61239624023438,101696800
2022-09-22,152.3800048828125,154.47000122070312,150.91000366210938,152.74000549316406,151.63946533203125,86652500
2022-09-23,151.19000244140625,151.47000122070312,148.55999755859375,150.42999267578125,149.34609985351562,96029900
2022-09-26,149.66000366210938,153.77000427246094,149.63999938964844,150.77000427246094,149.68365478515625,93339400
2022-09-27,152.74000549316406,154.72000122070312,149.9499969482422,151.75999450683594,150.66650390625,84442700
2022-09-28,147.63999938964844,150.63999938964844,144.83999633789062,149.83999633789062,148.76036071777344,146691400
2022-09-29,146.10000610351562,146.72000122070312,140.67999267578125,142.47999572753906,141.45338439941406,128138200
2022-09-30,141.27999877929688,143.10000610351562,138.0,138.1999969482422,137.2042236328125,124925300
2022-10-03,138.2100067138672,143.07000732421875,137.69000244140625,142.4499969482422,141.42359924316406,114311700
2022-10-04,145.02999877929688,146.22000122070312,144.25999450683594,146.10000610351562,145.0473175048828,87830100
2022-10-05,144.07000732421875,147.3800048828125,143.00999450683594,146.39999389648438,145.34512329101562,79471000
2022-10-06,145.80999755859375,147.5399932861328,145.22000122070312,145.42999267578125,144.38211059570312,68402200
2022-10-07,142.5399932861328,143.10000610351562,139.4499969482422,140.08999633789062,139.08059692382812,85925600
2022-10-10,140.4199981689453,141.88999938964844,138.57000732421875,140.4199981689453,139.40823364257812,74899000
2022-10-11,139.89999389648438,141.35000610351562,138.22000122070312,138.97999572753906,137.97857666015625,77033700
2022-10-12,139.1300048828125,140.36000061035156,138.16000366210938,138.33999633789062,137.3432159423828,70433700
2022-10-13,134.99000549316406,143.58999633789062,134.3699951171875,142.99000549316406,141.95970153808594,113224000
2022-10-14,144.30999755859375,144.52000427246094,138.19000244140625,138.3800048828125,137.38290405273438,88598000
2022-10-17,141.07000732421875,142.89999389648438,140.27000427246094,142.41000366210938,141.38389587402344,85250900
2022-10-18,145.49000549316406,146.6999969482422,140.61000061035156,143.75,142.7142333984375,99136600
2022-10-19,141.69000244140625,144.9499969482422,141.5,143.86000061035156,142.8234405517578,61758300
2022-10-20,143.02000427246094,145.88999938964844,142.64999389648438,143.38999938964844,142.3568115234375,64522000
2022-10-21,142.8699951171875,147.85000610351562,142.64999389648438,147.27000427246094,146.20887756347656,86548600
2022-10-24,147.19000244140625,150.22999572753906,146.0,149.4499969482422,148.37313842773438,75981900
2022-10-25,150.08999633789062,152.49000549316406,149.36000061035156,152.33999633789062,151.24232482910156,74732300
2022-10-26,150.9600067138672,151.99000549316406,148.0399932861328,149.35000610351562,148.2738800048828,88194300
2022-10-27,148.07000732421875,149.0500030517578,144.1300048828125,144.8000030517578,143.75665283203125,109180200
2022-10-28,148.1999969482422,157.5,147.82000732421875,155.74000549316406,154.61785888671875,164762400
2022-10-31,153.16000366210938,154.24000549316406,151.9199981689453,153.33999633789062,152.23512268066406,97943200
2022-11-01,155.0800018310547,155.4499969482422,149.1300048828125,150.64999389648438,149.56451416015625,80379300
2022-11-02,148.9499969482422,152.1699981689453,145.0,145.02999877929688,143.98500061035156,93604600
2022-11-03,142.05999755859375,142.8000030517578,138.75,138.8800048828125,137.87930297851562,97918500
2022-11-04,142.08999633789062,142.6699981689453,134.3800048828125,138.3800048828125,137.61080932617188,140814800
2022-11-07,137.11000061035156,139.14999389648438,135.6699981689453,138.9199981689453,138.14781188964844,83374600
2022-11-08,140.41000366210938,141.42999267578125,137.49000549316406,139.5,138.72459411621094,89908500
2022-11-09,138.5,138.5500030517578,134.58999633789062,134.8699951171875,134.12033081054688,74917800
2022-11-10,141.24000549316406,146.8699951171875,139.5,146.8699951171875,146.05361938476562,118854000
2022-11-11,145.82000732421875,150.00999450683594,144.3699951171875,149.6999969482422,148.86790466308594,93979700
2022-11-14,148.97000122070312,150.27999877929688,147.42999267578125,148.27999877929688,147.45578002929688,73374100
2022-11-15,152.22000122070312,153.58999633789062,148.55999755859375,150.0399932861328,149.20599365234375,89868300
2022-11-16,149.1300048828125,149.8699951171875,147.2899932861328,148.7899932861328,147.96295166015625,64218300
2022-11-17,146.42999267578125,151.47999572753906,146.14999389648438,150.72000122070312,149.88221740722656,80389400
2022-11-18,152.30999755859375,152.6999969482422,149.97000122070312,151.2899932861328,150.44906616210938,74829600
2022-11-21,150.16000366210938,150.3699951171875,147.72000122070312,148.00999450683594,147.18728637695312,58724100
2022-11-22,148.1300048828125,150.4199981689453,146.92999267578125,150.17999267578125,149.34521484375,51804100
2022-11-23,149.4499969482422,151.8300018310547,149.33999633789062,151.07000732421875,150.23031616210938,58301400
2022-11-25,148.30999755859375,148.8800048828125,147.1199951171875,148.11000061035156,147.2867431640625,35195900
2022-11-28,145.13999938964844,146.63999938964844,143.3800048828125,144.22000122070312,143.41836547851562,69246000
2022-11-29,144.2899932861328,144.80999755859375,140.35000610351562,141.1699981689453,140.38531494140625,83763800
2022-11-30,141.39999389648438,148.72000122070312,140.5500030517578,148.02999877929688,147.2071990966797,111380900
2022-12-01,148.2100067138672,149.1300048828125,146.61000061035156,148.30999755859375,147.48561096191406,71250400
2022-12-02,145.9600067138672,148.0,145.64999389648438,147.80999755859375,146.9884033203125,65447400
2022-12-05,147.77000427246094,150.9199981689453,145.77000427246094,146.6300048828125,145.81497192382812,68826400
2022-12-06,147.07000732421875,147.3000030517578,141.9199981689453,142.91000366210938,142.1156463623047,64727200
2022-12-07,142.19000244140625,143.3699951171875,140.0,140.94000244140625,140.15660095214844,69721100
2022-12-08,142.36000061035156,143.52000427246094,141.10000610351562,142.64999389648438,141.85708618164062,62128300
2022-12-09,142.33999633789062,145.57000732421875,140.89999389648438,142.16000366210938,141.36981201171875,76097000
2022-12-12,142.6999969482422,144.5,141.05999755859375,144.49000549316406,143.68685913085938,70462700
2022-12-13,149.5,149.97000122070312,144.24000549316406,145.47000122070312,144.6614227294922,93886200
2022-12-14,145.35000610351562,146.66000366210938,141.16000366210938,143.2100067138672,142.4139862060547,82291200
2022-12-15,141.11000061035156,141.8000030517578,136.02999877929688,136.5,135.74127197265625,98931900
2022-12-16,136.69000244140625,137.64999389648438,133.72999572753906,134.50999450683594,133.7623291015625,160156900
2022-12-19,135.11000061035156,135.1999969482422,131.32000732421875,132.3699951171875,131.63421630859375,79592600
2022-12-20,131.38999938964844,133.25,129.88999938964844,132.3000030517578,131.5646209716797,77432800
2022-12-21,132.97999572753906,136.80999755859375,132.75,135.4499969482422,134.69711303710938,85928000
2022-12-22,134.35000610351562,134.55999755859375,130.3000030517578,132.22999572753906,131.4949951171875,77852100
2022-12-23,130.9199981689453,132.4199981689453,129.63999938964844,131.86000061035156,131.1270751953125,63814900
2022-12-27,131.3800048828125,131.41000366210938,128.72000122070312,130.02999877929688,129.30722045898438,69007800
2022-12-28,129.6699981689453,131.02999877929688,125.87000274658203,126.04000091552734,125.33940887451172,85438400
2022-12-29,127.98999786376953,130.47999572753906,127.7300033569336,129.61000061035156,128.8895721435547,75703700
2022-12-30,128.41000366210938,129.9499969482422,127.43000030517578,129.92999267578125,129.20777893066406,77034200
2023-01-03,130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,124.37479400634766,112117500
2023-01-04,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.65763854980469,89113600
2023-01-05,127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,124.32508087158203,80962700
2023-01-06,126.01000213623047,130.2899932861328,124.88999938964844,129.6199951171875,128.89950561523438,87754700
2023-01-09,130.47000122070312,133.41000366210938,129.88999938964844,130.14999389648438,129.42654418945312,70790800
2023-01-10,130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,130.0033416748047,63896200
2023-01-11,131.25,133.50999450683594,130.4600067138672,133.49000549316406,132.74801635742188,69458900
2023-01-12,133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,132.66844177246094,71379600
2023-01-13,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,134.0109405517578,57809700
2023-01-17,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,135.18438720703125,63646600
2023-01-18,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,134.45843505859375,69672800
2023-01-19,134.0800018310547,136.25,133.77000427246094,135.27000427246094,134.5181121826172,58280400
2023-01-20,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,137.10365295410156,80223600
2023-01-23,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,140.3256378173828,81760300
2023-01-24,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,141.7377471923828,66435100
2023-01-25,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,141.07147216796875,65799300
2023-01-26,143.1699981689453,144.25,141.89999389648438,143.9600067138672,143.15980529785156,54105100
2023-01-27,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,145.1188507080078,70555800
2023-01-30,144.9600067138672,145.5500030517578,142.85000610351562,143.0,142.2051544189453,64015300
2023-01-31,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,143.4879608154297,65874500
2023-02-01,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,144.6216278076172,77663600
2023-02-02,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,149.98167419433594,118339000
2023-02-03,148.02999877929688,157.3800048828125,147.8300018310547,154.5,153.64120483398438,154357300
2023-02-06,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,150.88661193847656,69858300
2023-02-07,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,153.79037475585938,83322600
2023-02-08,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,151.07557678222656,64120100
2023-02-09,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,150.03138732910156,56007100
2023-02-10,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,150.39990234375,57450700
2023-02-13,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,153.2284393310547,62199000
2023-02-14,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,152.5810546875,61707600
2023-02-15,153.11000061035156,155.5,152.8800048828125,155.3300018310547,154.70245361328125,65573800
2023-02-16,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,153.08900451660156,68167900
2023-02-17,152.35000610351562,153.0,150.85000610351562,152.5500030517578,151.93368530273438,59144100
2023-02-21,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,147.880126953125,58867200
2023-02-22,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,148.3083953857422,51011300
2023-02-23,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,148.79641723632812,48394200
2023-02-24,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,146.11727905273438,55469600
2023-02-27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,147.3223876953125,44998500
2023-02-28,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,146.814453125,50547000
2023-03-01,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,144.72293090820312,55479000
2023-03-02,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,145.3205108642578,52238100
2023-03-03,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,150.41981506347656,70732300
2023-03-06,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,153.20851135253906,87558000
2023-03-07,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,150.98753356933594,56182000
2023-03-08,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,152.2523956298828,47204800
2023-03-09,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,149.98159790039062,53833600
2023-03-10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,147.90003967285156,68572400
2023-03-13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,149.86207580566406,84457100
2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,151.97352600097656,73695900
2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,152.3719024658203,77167900
2023-03-16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,155.22035217285156,76161100
2023-03-17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,154.373779296875,98944600
2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,156.76409912109375,73641400
2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,158.63648986816406,73938300
